VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1N4AZ0CP8D,King,Shoreline,WA,98177,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,32,125450447,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020100
5YJSA1E45K,King,Seattle,WA,98112,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,0,43,101662900,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
WVGUNPE28M,Kitsap,Olalla,WA,98359,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26,272118717,POINT (-122.54729 47.42602),PUGET SOUND ENERGY INC,53035092803
JTDKARFP6H,Thurston,Olympia,WA,98501,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,349372929,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010400
1FADP5CU9G,Thurston,Olympia,WA,98506,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,22,171625653,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010300
5YJ3E1EA9L,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,1,127104078,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052009
5YJSA1E26J,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,1,104605490,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052009
1C4JJXP6XP,Kitsap,Poulsbo,WA,98370,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,23,240675865,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090201
5UXTS1C01M,Thurston,Rochester,WA,98579,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,20,152190328,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,53067012730
JN1AZ0CP2C,King,Burien,WA,98168,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,33,213452795,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027100
5YJ3E1EBXL,Kitsap,Bainbridge Island,WA,98110,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,23,104355884,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090902
1N4AZ0CP8D,King,Seattle,WA,98125,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,46,231656428,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900
5UXTS1C04M,Snohomish,Mill Creek,WA,98012,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,44,272548881,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052008
KNDCE3LG3L,Kitsap,Silverdale,WA,98383,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,23,151753045,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091302
KNDCR3LF8P,Snohomish,Monroe,WA,98272,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,39,254596093,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
5YJXCAE20J,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,1,273626384,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052010
5YJ3E1EA3P,Kitsap,Bremerton,WA,98310,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,230680012,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080102
WVWKR7AU8K,Snohomish,Everett,WA,98208,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,44,107329708,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041605
3FA6P0SU6F,Snohomish,Mill Creek,WA,98012,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,44,349890761,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061041609
5YJSA1E25J,King,Seattle,WA,98121,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,36,187481402,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008003
5YJ3E1EA8J,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,171277795,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051933
2C4RC1S75N,Snohomish,Bothell,WA,98012,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,1,225742457,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051934
1N4BZ0CP9G,King,Seattle,WA,98115,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46,3832804,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002100
WBY1Z6C34H,Snohomish,Snohomish,WA,98290,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,44,115260113,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052401
KNDAFFS56R,Snohomish,Monroe,WA,98272,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39,276163597,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
5UX43EU03R,Thurston,Olympia,WA,98501,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,22,259889416,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010700
JHMZC5F39J,Snohomish,Bothell,WA,98012,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,44,283945000,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052007
1G1RF6E48E,Thurston,Olympia,WA,98502,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,172700223,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
5YJYGDEE6L,Snohomish,Everett,WA,98208,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,44,112339580,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041606
WAUTPBFF9J,Kitsap,Port Orchard,WA,98366,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,26,475641512,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092600
1C4RJYC66N,Yakima,Selah,WA,98942,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,15,253964189,POINT (-120.53145 46.65405),PACIFICORP,53077003200
1N4AZ0CP2D,King,Bellevue,WA,98007,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,41,145566893,POINT (-122.12053 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604
5YJ3E1EA1L,Thurston,Olympia,WA,98513,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,2,104932131,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012331
5YJYGDEF2L,Kitsap,Bremerton,WA,98310,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,23,127147555,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080101
WA1L2BFZ9P,Kitsap,Poulsbo,WA,98370,2023,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,236667742,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035091100
WBY7Z2C5XJ,King,Seattle,WA,98144,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,0,37,180748151,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009400
1N4BZ0CP3G,Snohomish,Everett,WA,98208,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,44,115796502,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061052120
1C4RJYB67N,Grant,Ephrata,WA,98823,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,13,233856479,POINT (-119.55096 47.31909),PUD NO 2 OF GRANT COUNTY,53025010401
3GNKDBRJXR,Yakima,Yakima,WA,98901,2024,CHEVROLET,BLAZER EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,269268261,POINT (-120.50723 46.60452),PACIFICORP,53077001702
1G1RC6S5XG,Kitsap,Bremerton,WA,98312,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,26,251044041,POINT (-122.6563 47.56739),PUGET SOUND ENERGY INC,53035081100
WVWPR7AU2K,King,Seatac,WA,98168,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,33,8116965,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027300
WBY1Z2C59F,King,Seattle,WA,98117,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,36,167141285,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003202
5YJ3E1EB9J,Snohomish,Everett,WA,98208,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,203569915,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041609
1N4BZ0CP4H,King,Issaquah,WA,98029,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,5,240946065,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221
5YJ3E1EA0J,Thurston,Tumwater,WA,98512,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,121108942,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067010910
WBY1Z6C5XH,King,Mercer Island,WA,98040,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,41,109213814,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024301
5YJ3E1EB7J,King,Seattle,WA,98107,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,36,303209672,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003202
1N4BZ0CP4H,Kitsap,Port Orchard,WA,98367,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,35,100517840,POINT (-122.68516 47.50645),PUGET SOUND ENERGY INC,53035092102
1G1FX6S05J,Thurston,Lacey,WA,98503,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,2,217036361,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011627
5YJ3E1EB5K,Thurston,Olympia,WA,98501,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,22,177568856,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011721
5YJYGDEE0L,King,Seattle,WA,98108,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,37,127485886,POINT (-122.30346 47.55379),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010001
1G1FY6S0XK,Kitsap,Kingston,WA,98346,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,23,124737140,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
WBA8E1C36H,Island,Oak Harbor,WA,98277,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,10,89813,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970500
5YJ3E1EB8K,Yakima,Yakima,WA,98901,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,15,156242754,POINT (-120.50723 46.60452),PACIFICORP,53077001602
5YJ3E1EA2J,King,Seattle,WA,98136,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,34,337290635,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010501
1G1RH6E44C,Thurston,Olympia,WA,98506,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22,103640638,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211
7SAYGAEE3P,Thurston,Olympia,WA,98506,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,259139044,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
3C3CFFGE5F,Kitsap,Bremerton,WA,98312,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,35,6250954,POINT (-122.6563 47.56739),PUGET SOUND ENERGY INC,53035091400
KNDC3DLC2R,Thurston,Lacey,WA,98503,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,257530010,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011410
5YJXCBE20H,Yakima,Yakima,WA,98902,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,15,148260080,POINT (-120.52401 46.59739),PACIFICORP,53077001100
JTDKARFP3H,Yakima,Union Gap,WA,98903,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,15,247480782,POINT (-120.4778 46.55351),PACIFICORP,53077001300
5UXKT0C5XG,King,Des Moines,WA,98198,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,30,6292226,POINT (-122.32192 47.40139),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030102
1N4AZ0CP0D,Thurston,Olympia,WA,98506,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,22,256951446,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
1N4AZ0CP5F,Snohomish,Bothell,WA,98012,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,44,236077012,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052007
7SAYGAEE2R,Yakima,Moxee,WA,98936,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,268451417,POINT (-120.39197 46.55621),PACIFICORP,53077001702
5YJXCAE20L,Snohomish,Bothell,WA,98021,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,1,103276239,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
KNDJX3AE9G,Island,Freeland,WA,98249,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,10,117736,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,53029971800
1C4RJXR61R,Snohomish,Snohomish,WA,98290,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,39,259103547,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052206
7SAYGDEF1P,Yakima,Yakima,WA,98908,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,259780377,POINT (-120.60272 46.59656),PACIFICORP,53077002804
1N4BZ0CP3H,Kitsap,Bainbridge Island,WA,98110,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,23,243804165,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090700
JTMAB3FV5R,Kitsap,Poulsbo,WA,98370,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,23,265969602,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090400
1FADP5CU0F,Kitsap,Bremerton,WA,98311,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23,113585692,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091702
1N4AZ0CPXD,Yakima,Yakima,WA,98908,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,14,209777760,POINT (-120.60272 46.59656),PACIFICORP,53077000402
2T3YL4DV9E,Island,Oak Harbor,WA,98277,2014,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,103,0,10,271614780,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970800
3C3CFFGE8G,Thurston,Tumwater,WA,98512,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,325510545,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067010920
5YJ3E1EB6K,King,Seattle,WA,98119,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,36,180937753,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900
1N4AZ0CP9G,Kitsap,Bremerton,WA,98337,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,26,201468557,POINT (-122.62749 47.565),PUGET SOUND ENERGY INC,53035080600
1N4AZ1CP0J,King,Seattle,WA,98105,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,46,139264184,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004102
KNDCD3LD6K,King,Seattle,WA,98126,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,34,133777612,POINT (-122.36893 47.54701),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010702
JTDKARFP7L,Thurston,Lacey,WA,98516,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,251797913,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
JN1AZ0CP8C,Island,Coupeville,WA,98239,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,10,231135159,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,53029971000
5YJYGDEE1L,Snohomish,Lake Stevens,WA,98258,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,44,127138770,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052606
KNDRMDLH7P,Island,Coupeville,WA,98239,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,10,260685253,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,53029971000
7SAYGAEE8N,Snohomish,Bothell,WA,98012,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,214851206,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051933
1G1RA6S54H,Thurston,Lacey,WA,98513,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,265622668,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011623
2C4RC1N72P,Thurston,Olympia,WA,98512,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,35,264667889,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011821
5YJ3E1EBXK,King,Seattle,WA,98119,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,36,476662245,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005902
5UX43EU09S,King,Seattle,WA,98199,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,36,272621730,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
7SAYGDEE0R,Snohomish,Brier,WA,98036,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,269526694,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051913
WBY1Z6C30H,King,Seattle,WA,98144,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,37,121702024,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009000
5YJ3E1EA5K,Yakima,Yakima,WA,98903,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,14,198205521,POINT (-120.4778 46.55351),PACIFICORP,53077002803
5YJ3E1EB6K,Yakima,Selah,WA,98942,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,15,232637037,POINT (-120.53145 46.65405),PACIFICORP,53077003200
5YJ3E1EC0P,Yakima,Moxee,WA,98936,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,251207764,POINT (-120.39197 46.55621),PACIFICORP,53077001702
5YJ3E1EAXJ,Skagit,Burlington,WA,98233,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,40,348832998,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,53057951600
KNDCD3LD0L,King,Seattle,WA,98115,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,46,155053412,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000
KNDC3DLC2R,Yakima,Yakima,WA,98908,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,269978894,POINT (-120.60272 46.59656),PACIFICORP,53077000904
5YJ3E1EB9K,Yakima,Yakima,WA,98908,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,14,156862744,POINT (-120.60272 46.59656),PACIFICORP,53077002804
1N4AZ0CP1D,Thurston,Olympia,WA,98512,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,35,108912499,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011000
JM3KKEHA7R,Yakima,Yakima,WA,98908,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,14,240837481,POINT (-120.60272 46.59656),PACIFICORP,53077002804
1N4AZ0CPXE,Walla Walla,Walla Walla,WA,99362,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,16,348778552,POINT (-118.34261 46.07068),PACIFICORP,53071920901
JTMAB3FV1N,Kitsap,Port Orchard,WA,98367,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,26,211426974,POINT (-122.68516 47.50645),PUGET SOUND ENERGY INC,53035092704
WP1BE2AY5P,Thurston,Olympia,WA,98516,2023,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,22,245596424,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
WA1F2AFY8N,Yakima,Yakima,WA,98908,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,14,202295537,POINT (-120.60272 46.59656),PACIFICORP,53077002801
5YJ3E1EB1K,King,Seattle,WA,98144,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,37,154114992,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500
5YJ3E1EA9P,Snohomish,Bothell,WA,98012,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,221167180,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107
3FA6P0PU8G,Snohomish,Bothell,WA,98012,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,21,111083668,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051927
1C4RJXR69R,Kitsap,Port Orchard,WA,98367,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,26,271670773,POINT (-122.68516 47.50645),PUGET SOUND ENERGY INC,53035092101
WBY1Z2C53E,Thurston,Rainier,WA,98576,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,20,121918471,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012530
5YJ3E1EB3J,Snohomish,Lynnwood,WA,98087,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,473903349,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061051804
